Kind,Name,Cyclomatic
Public Method,"org.apache.hadoop.security.Credentials.write",3
Private Method,"org.apache.hadoop.security.Credentials.writeLegacyOutputStream",1
Public Method,"org.apache.hadoop.security.Credentials.writeLegacyTokenStorageFile",1
Public Method,"org.apache.hadoop.security.Credentials.writeLegacyTokenStorageLocalFile",1
Public Method,"org.apache.hadoop.security.Credentials.writeProto",3
Public Method,"org.apache.hadoop.security.Credentials.writeTokenStorageFile",1
Public Method,"org.apache.hadoop.security.Credentials.writeTokenStorageToStream",1
Public Abstract Method,"org.apache.hadoop.security.GroupMappingServiceProvider.cacheGroupsAdd",0
Public Abstract Method,"org.apache.hadoop.security.GroupMappingServiceProvider.cacheGroupsRefresh",0
Public Abstract Method,"org.apache.hadoop.security.GroupMappingServiceProvider.getGroups",0
Constructor,"org.apache.hadoop.security.Groups.GroupCacheLoader.GroupCacheLoader",2
Private Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.fetchGroupList",2
Public Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.load",5
Public Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.reload",2
Public Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.reload.(Anon_1).call",1
Public Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.reload.(Anon_2).onFailure",1
Public Method,"org.apache.hadoop.security.Groups.GroupCacheLoader.reload.(Anon_2).onSuccess",1
Public Constructor,"org.apache.hadoop.security.Groups.Groups",1
Public Constructor,"org.apache.hadoop.security.Groups.Groups",3
Public Constructor,"org.apache.hadoop.security.Groups.TimerToTickerAdapter.TimerToTickerAdapter",1
Public Method,"org.apache.hadoop.security.Groups.TimerToTickerAdapter.read",1
Public Method,"org.apache.hadoop.security.Groups.cacheGroupsAdd",2
Public Method,"org.apache.hadoop.security.Groups.getBackgroundRefreshException",1
Public Method,"org.apache.hadoop.security.Groups.getBackgroundRefreshQueued",1
Public Method,"org.apache.hadoop.security.Groups.getBackgroundRefreshRunning",1
Public Method,"org.apache.hadoop.security.Groups.getBackgroundRefreshSuccess",1
Public Method,"org.apache.hadoop.security.Groups.getGroups",6
Method,"org.apache.hadoop.security.Groups.getNegativeCache",1
Public Static Method,"org.apache.hadoop.security.Groups.getUserToGroupsMappingService",3
Public Static Method,"org.apache.hadoop.security.Groups.getUserToGroupsMappingService",1
Public Static Method,"org.apache.hadoop.security.Groups.getUserToGroupsMappingServiceWithLoadedConfiguration",1
Private Method,"org.apache.hadoop.security.Groups.isNegativeCacheEnabled",1
Private Method,"org.apache.hadoop.security.Groups.noGroupsForUser",1
Private Method,"org.apache.hadoop.security.Groups.parseStaticMapping",5
Public Method,"org.apache.hadoop.security.Groups.refresh",3
Public Constructor,"org.apache.hadoop.security.HadoopKerberosName.HadoopKerberosName",1
Public Static Method,"org.apache.hadoop.security.HadoopKerberosName.main",2
Public Static Method,"org.apache.hadoop.security.HadoopKerberosName.setConfiguration",4
Protected Method,"org.apache.hadoop.security.HttpCrossOriginFilterInitializer.getEnabledConfigKey",1
Protected Static Method,"org.apache.hadoop.security.HttpCrossOriginFilterInitializer.getFilterParameters",2
Protected Method,"org.apache.hadoop.security.HttpCrossOriginFilterInitializer.getPrefix",1
Public Method,"org.apache.hadoop.security.HttpCrossOriginFilterInitializer.initFilter",2
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getGid",0
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getGidAllowingUnknown",0
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getGroupName",0
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getUid",0
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getUidAllowingUnknown",0
Public Abstract Method,"org.apache.hadoop.security.IdMappingServiceProvider.getUserName",0
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMapping.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMapping.cacheGroupsRefresh",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMapping.getGroups",3
Private Static Method,"org.apache.hadoop.security.JniBasedUnixGroupsMapping.logError",1
Public Constructor,"org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback.JniBasedUnixGroupsMappingWithFallback",3
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback.cacheGroupsRefresh",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback.getGroups",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMapping.cacheGroupsAdd",5
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMapping.cacheGroupsRefresh",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMapping.getGroups",1
Protected Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMapping.getUsersForNetgroup",4
Public Constructor,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback.JniBasedUnixGroupsNetgroupMappingWithFallback",3
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback.cacheGroupsRefresh",1
Public Method,"org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback.getGroups",1
Public Constructor,"org.apache.hadoop.security.KDiag.KDiag",1
Public Constructor,"org.apache.hadoop.security.KDiag.KDiag",1
Public Constructor,"org.apache.hadoop.security.KDiag.KerberosDiagsFailure.KerberosDiagsFailure",1
Public Constructor,"org.apache.hadoop.security.KDiag.KerberosDiagsFailure.KerberosDiagsFailure",1
Public Constructor,"org.apache.hadoop.security.KDiag.KerberosDiagsFailure.KerberosDiagsFailure",1
Public Method,"org.apache.hadoop.security.KDiag.KerberosDiagsFailure.getCategory",1
Private Method,"org.apache.hadoop.security.KDiag.arg",2
Public Method,"org.apache.hadoop.security.KDiag.close",2
Private Method,"org.apache.hadoop.security.KDiag.dump",2
Private Method,"org.apache.hadoop.security.KDiag.dumpKeytab",3
Public Method,"org.apache.hadoop.security.KDiag.dumpTokens",2
Private Method,"org.apache.hadoop.security.KDiag.dumpUGI",4
Private Method,"org.apache.hadoop.security.KDiag.endln",1
Private Method,"org.apache.hadoop.security.KDiag.error",1
Public Static Method,"org.apache.hadoop.security.KDiag.exec",1
Public Method,"org.apache.hadoop.security.KDiag.execute",11
Private Method,"org.apache.hadoop.security.KDiag.fail",1
Private Method,"org.apache.hadoop.security.KDiag.failif",2
Private Method,"org.apache.hadoop.security.KDiag.flush",2
Private Method,"org.apache.hadoop.security.KDiag.getAndSet",1
Protected Method,"org.apache.hadoop.security.KDiag.isSimpleAuthentication",1
Private Method,"org.apache.hadoop.security.KDiag.loginFromKeytab",3
Public Static Method,"org.apache.hadoop.security.KDiag.main",3
Private Method,"org.apache.hadoop.security.KDiag.printConfOpt",1
Protected Method,"org.apache.hadoop.security.KDiag.printDefaultRealm",6
Private Method,"org.apache.hadoop.security.KDiag.printEnv",2
Private Method,"org.apache.hadoop.security.KDiag.printSysprop",1
Private Method,"org.apache.hadoop.security.KDiag.println",2
Private Method,"org.apache.hadoop.security.KDiag.println",1
Public Method,"org.apache.hadoop.security.KDiag.run",9
Private Method,"org.apache.hadoop.security.KDiag.title",1
Private Method,"org.apache.hadoop.security.KDiag.usage",1
Private Method,"org.apache.hadoop.security.KDiag.validateHadoopTokenFiles",7
Private Method,"org.apache.hadoop.security.KDiag.validateJAAS",3
Protected Method,"org.apache.hadoop.security.KDiag.validateKeyLength",1
Private Method,"org.apache.hadoop.security.KDiag.validateKinitExecutable",3
Private Method,"org.apache.hadoop.security.KDiag.validateKrb5File",5
Private Method,"org.apache.hadoop.security.KDiag.validateNTPConf",3
Private Method,"org.apache.hadoop.security.KDiag.validateSasl",2
Protected Method,"org.apache.hadoop.security.KDiag.validateShortName",4
Private Method,"org.apache.hadoop.security.KDiag.validateUGI",2
Private Method,"org.apache.hadoop.security.KDiag.verify",3
Private Method,"org.apache.hadoop.security.KDiag.verify",3
Private Method,"org.apache.hadoop.security.KDiag.verifyFileIsValid",1
Private Method,"org.apache.hadoop.security.KDiag.warn",1
Public Constructor,"org.apache.hadoop.security.KerberosAuthException.KerberosAuthException",1
Public Constructor,"org.apache.hadoop.security.KerberosAuthException.KerberosAuthException",1
Public Constructor,"org.apache.hadoop.security.KerberosAuthException.KerberosAuthException",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.getInitialMessage",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.getKeytabFile",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.getMessage",6
Public Method,"org.apache.hadoop.security.KerberosAuthException.getPrincipal",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.getTicketCacheFile",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.getUser",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.setKeytabFile",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.setPrincipal",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.setTicketCacheFile",1
Public Method,"org.apache.hadoop.security.KerberosAuthException.setUser",1
Abstract Method,"org.apache.hadoop.security.KerberosInfo.clientPrincipal",0
Abstract Method,"org.apache.hadoop.security.KerberosInfo.serverPrincipal",0
Public Method,"org.apache.hadoop.security.LdapGroupsMapping.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.LdapGroupsMapping.cacheGroupsRefresh",1
Method,"org.apache.hadoop.security.LdapGroupsMapping.doGetGroups",9
Method,"org.apache.hadoop.security.LdapGroupsMapping.extractPassword",4
Public Method,"org.apache.hadoop.security.LdapGroupsMapping.getConf",1
Method,"org.apache.hadoop.security.LdapGroupsMapping.getDirContext",3
Method,"org.apache.hadoop.security.LdapGroupsMapping.getGroupNames",3
Public Method,"org.apache.hadoop.security.LdapGroupsMapping.getGroups",3
Method,"org.apache.hadoop.security.LdapGroupsMapping.getPassword",3
Private Method,"org.apache.hadoop.security.LdapGroupsMapping.getRelativeDistinguishedName",3
Method,"org.apache.hadoop.security.LdapGroupsMapping.goUpGroupHierarchy",4
Private Method,"org.apache.hadoop.security.LdapGroupsMapping.lookupGroup",5
Private Method,"org.apache.hadoop.security.LdapGroupsMapping.lookupPosixGroup",4
Public Method,"org.apache.hadoop.security.LdapGroupsMapping.setConf",7
Public Static Method,"org.apache.hadoop.security.NetgroupCache.add",4
Public Static Method,"org.apache.hadoop.security.NetgroupCache.clear",1
Private Static Method,"org.apache.hadoop.security.NetgroupCache.getGroups",2
Public Static Method,"org.apache.hadoop.security.NetgroupCache.getNetgroupNames",1
Public Static Method,"org.apache.hadoop.security.NetgroupCache.getNetgroups",2
Public Static Method,"org.apache.hadoop.security.NetgroupCache.isCached",1
Public Method,"org.apache.hadoop.security.NullGroupsMapping.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.NullGroupsMapping.cacheGroupsRefresh",1
Public Method,"org.apache.hadoop.security.NullGroupsMapping.getGroups",1
Private Constructor,"org.apache.hadoop.security.ProviderUtils.ProviderUtils",1
Public Static Method,"org.apache.hadoop.security.ProviderUtils.excludeIncompatibleCredentialProviders",11
Public Static Method,"org.apache.hadoop.security.ProviderUtils.locatePassword",5
Public Static Method,"org.apache.hadoop.security.ProviderUtils.nestURIForLocalJavaKeyStoreProvider",3
Public Static Method,"org.apache.hadoop.security.ProviderUtils.noPasswordError",1
Private Static Method,"org.apache.hadoop.security.ProviderUtils.noPasswordInstruction",1
Public Static Method,"org.apache.hadoop.security.ProviderUtils.noPasswordWarning",1
Public Static Method,"org.apache.hadoop.security.ProviderUtils.unnestUri",5
Public Abstract Method,"org.apache.hadoop.security.RefreshUserMappingsProtocol.refreshSuperUserGroupsConfiguration",0
Public Abstract Method,"org.apache.hadoop.security.RefreshUserMappingsProtocol.refreshUserToGroupsMappings",0
Public Constructor,"org.apache.hadoop.security.SaslInputStream.SaslInputStream",1
Public Constructor,"org.apache.hadoop.security.SaslInputStream.SaslInputStream",1
Public Method,"org.apache.hadoop.security.SaslInputStream.available",2
Public Method,"org.apache.hadoop.security.SaslInputStream.close",1
Private Method,"org.apache.hadoop.security.SaslInputStream.disposeSasl",3
Public Method,"org.apache.hadoop.security.SaslInputStream.isOpen",1
Public Method,"org.apache.hadoop.security.SaslInputStream.markSupported",1
Public Method,"org.apache.hadoop.security.SaslInputStream.read",5
Public Method,"org.apache.hadoop.security.SaslInputStream.read",1
Public Method,"org.apache.hadoop.security.SaslInputStream.read",9
Public Method,"org.apache.hadoop.security.SaslInputStream.read",4
Private Method,"org.apache.hadoop.security.SaslInputStream.readMoreData",7
Public Method,"org.apache.hadoop.security.SaslInputStream.skip",4
Private Static Method,"org.apache.hadoop.security.SaslInputStream.unsignedBytesToInt",3
Public Constructor,"org.apache.hadoop.security.SaslOutputStream.SaslOutputStream",2
Public Constructor,"org.apache.hadoop.security.SaslOutputStream.SaslOutputStream",2
Public Method,"org.apache.hadoop.security.SaslOutputStream.close",1
Private Method,"org.apache.hadoop.security.SaslOutputStream.disposeSasl",3
Public Method,"org.apache.hadoop.security.SaslOutputStream.flush",1
Public Method,"org.apache.hadoop.security.SaslOutputStream.write",2
Public Method,"org.apache.hadoop.security.SaslOutputStream.write",1
Public Method,"org.apache.hadoop.security.SaslOutputStream.write",6
Constructor,"org.apache.hadoop.security.SaslPlainServer.SaslPlainServer",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.SaslPlainServerFactory.createSaslServer",2
Public Method,"org.apache.hadoop.security.SaslPlainServer.SaslPlainServerFactory.getMechanismNames",2
Public Constructor,"org.apache.hadoop.security.SaslPlainServer.SecurityProvider.SecurityProvider",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.dispose",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.evaluateResponse",8
Public Method,"org.apache.hadoop.security.SaslPlainServer.getAuthorizationID",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.getMechanismName",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.getNegotiatedProperty",2
Public Method,"org.apache.hadoop.security.SaslPlainServer.isComplete",1
Private Method,"org.apache.hadoop.security.SaslPlainServer.throwIfNotComplete",2
Public Method,"org.apache.hadoop.security.SaslPlainServer.unwrap",1
Public Method,"org.apache.hadoop.security.SaslPlainServer.wrap",1
Public Method,"org.apache.hadoop.security.SaslPropertiesResolver.getClientProperties",1
Public Method,"org.apache.hadoop.security.SaslPropertiesResolver.getConf",1
Public Method,"org.apache.hadoop.security.SaslPropertiesResolver.getDefaultProperties",1
Public Static Method,"org.apache.hadoop.security.SaslPropertiesResolver.getInstance",1
Public Method,"org.apache.hadoop.security.SaslPropertiesResolver.getServerProperties",1
Public Method,"org.apache.hadoop.security.SaslPropertiesResolver.setConf",2
Public Constructor,"org.apache.hadoop.security.SaslRpcClient.SaslClientCallbackHandler.SaslClientCallbackHandler",1
Public Method,"org.apache.hadoop.security.SaslRpcClient.SaslClientCallbackHandler.handle",12
Public Constructor,"org.apache.hadoop.security.SaslRpcClient.SaslRpcClient",1
Public Constructor,"org.apache.hadoop.security.SaslRpcClient.WrappedInputStream.WrappedInputStream",1
Public Method,"org.apache.hadoop.security.SaslRpcClient.WrappedInputStream.read",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.WrappedInputStream.read",1
Public Method,"org.apache.hadoop.security.SaslRpcClient.WrappedInputStream.read",3
Private Method,"org.apache.hadoop.security.SaslRpcClient.WrappedInputStream.readNextRpcPacket",5
Public Constructor,"org.apache.hadoop.security.SaslRpcClient.WrappedOutputStream.WrappedOutputStream",1
Public Method,"org.apache.hadoop.security.SaslRpcClient.WrappedOutputStream.write",2
Private Method,"org.apache.hadoop.security.SaslRpcClient.createSaslClient",8
Private Method,"org.apache.hadoop.security.SaslRpcClient.createSaslReply",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.dispose",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.getAuthMethod",1
Public Method,"org.apache.hadoop.security.SaslRpcClient.getInputStream",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.getNegotiatedProperty",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.getOutputStream",2
Method,"org.apache.hadoop.security.SaslRpcClient.getServerPrincipal",9
Private Method,"org.apache.hadoop.security.SaslRpcClient.getServerToken",3
Private Method,"org.apache.hadoop.security.SaslRpcClient.isValidAuthType",2
Public Method,"org.apache.hadoop.security.SaslRpcClient.saslConnect",16
Private Method,"org.apache.hadoop.security.SaslRpcClient.saslEvaluateToken",6
Private Method,"org.apache.hadoop.security.SaslRpcClient.selectSaslClient",8
Private Method,"org.apache.hadoop.security.SaslRpcClient.sendSaslMessage",2
Private Method,"org.apache.hadoop.security.SaslRpcClient.useWrap",1
Private Constructor,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.AuthMethod",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.getMechanismName",1
Public Static Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.read",1
Private Static Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.valueOf",2
Public Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.valueOf",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.values",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.AuthMethod.write",1
Constructor,"org.apache.hadoop.security.SaslRpcServer.FastSaslServerFactory.FastSaslServerFactory",4
Public Method,"org.apache.hadoop.security.SaslRpcServer.FastSaslServerFactory.createSaslServer",4
Public Method,"org.apache.hadoop.security.SaslRpcServer.FastSaslServerFactory.getMechanismNames",1
Private Constructor,"org.apache.hadoop.security.SaslRpcServer.QualityOfProtection.QualityOfProtection",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.QualityOfProtection.getSaslQop",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.QualityOfProtection.valueOf",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.QualityOfProtection.values",1
Public Constructor,"org.apache.hadoop.security.SaslRpcServer.SaslDigestCallbackHandler.SaslDigestCallbackHandler",1
Private Method,"org.apache.hadoop.security.SaslRpcServer.SaslDigestCallbackHandler.getPassword",1
Public Method,"org.apache.hadoop.security.SaslRpcServer.SaslDigestCallbackHandler.handle",13
Public Method,"org.apache.hadoop.security.SaslRpcServer.SaslGssCallbackHandler.handle",7
Public Constructor,"org.apache.hadoop.security.SaslRpcServer.SaslRpcServer",6
Public Method,"org.apache.hadoop.security.SaslRpcServer.create",7
Public Method,"org.apache.hadoop.security.SaslRpcServer.create.(Anon_1).run",1
Static Method,"org.apache.hadoop.security.SaslRpcServer.decodeIdentifier",1
Static Method,"org.apache.hadoop.security.SaslRpcServer.encodeIdentifier",1
Static Method,"org.apache.hadoop.security.SaslRpcServer.encodePassword",1
Public Static Generic Method,"org.apache.hadoop.security.SaslRpcServer.getIdentifier",2
Public Static Method,"org.apache.hadoop.security.SaslRpcServer.init",1
Public Static Method,"org.apache.hadoop.security.SaslRpcServer.splitKerberosName",1
Public Abstract Method,"org.apache.hadoop.security.SecurityInfo.getKerberosInfo",0
Public Abstract Method,"org.apache.hadoop.security.SecurityInfo.getTokenInfo",0
Abstract Method,"org.apache.hadoop.security.SecurityUtil.HostResolver.getByName",0
Method,"org.apache.hadoop.security.SecurityUtil.QualifiedHostResolver.getByExactName",3
Public Method,"org.apache.hadoop.security.SecurityUtil.QualifiedHostResolver.getByName",9
Method,"org.apache.hadoop.security.SecurityUtil.QualifiedHostResolver.getByNameWithSearch",5
Method,"org.apache.hadoop.security.SecurityUtil.QualifiedHostResolver.getInetAddressByName",1
Method,"org.apache.hadoop.security.SecurityUtil.QualifiedHostResolver.setSearchDomains",1
Private Constructor,"org.apache.hadoop.security.SecurityUtil.SecurityUtil",1
Public Method,"org.apache.hadoop.security.SecurityUtil.StandardHostResolver.getByName",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.buildDTServiceName",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.buildTokenService",3
Public Static Method,"org.apache.hadoop.security.SecurityUtil.buildTokenService",1
Public Static Generic Method,"org.apache.hadoop.security.SecurityUtil.doAsCurrentUser",1
Public Static Generic Method,"org.apache.hadoop.security.SecurityUtil.doAsLoginUser",1
Public Static Generic Method,"org.apache.hadoop.security.SecurityUtil.doAsLoginUserOrFatal",3
Private Static Generic Method,"org.apache.hadoop.security.SecurityUtil.doAsUser",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getAuthenticationMethod",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getByName",4
Private Static Method,"org.apache.hadoop.security.SecurityUtil.getComponents",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getHostFromPrincipal",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getKerberosInfo",5
Static Method,"org.apache.hadoop.security.SecurityUtil.getLocalHostName",4
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getServerPrincipal",3
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getServerPrincipal",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getTokenInfo",5
Public Static Method,"org.apache.hadoop.security.SecurityUtil.getTokenServiceAddr",1
Protected Static Method,"org.apache.hadoop.security.SecurityUtil.isOriginalTGT",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.isPrivilegedPort",1
Static Method,"org.apache.hadoop.security.SecurityUtil.isTGSPrincipal",3
Public Static Method,"org.apache.hadoop.security.SecurityUtil.login",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.login",3
Private Static Method,"org.apache.hadoop.security.SecurityUtil.replacePattern",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.setAuthenticationMethod",2
Public Static Method,"org.apache.hadoop.security.SecurityUtil.setConfiguration",1
Private Static Method,"org.apache.hadoop.security.SecurityUtil.setConfigurationInternal",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.setSecurityInfoProviders",1
Public Static Method,"org.apache.hadoop.security.SecurityUtil.setTokenService",3
Public Static Method,"org.apache.hadoop.security.SecurityUtil.setTokenServiceUseIp",3
Public Constructor,"org.apache.hadoop.security.ShellBasedIdMapping.PassThroughMap.PassThroughMap",1
Public Constructor,"org.apache.hadoop.security.ShellBasedIdMapping.PassThroughMap.PassThroughMap",2
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.PassThroughMap.get",2
Public Constructor,"org.apache.hadoop.security.ShellBasedIdMapping.ShellBasedIdMapping",2
Public Constructor,"org.apache.hadoop.security.ShellBasedIdMapping.ShellBasedIdMapping",1
Public Constructor,"org.apache.hadoop.security.ShellBasedIdMapping.StaticMapping.StaticMapping",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.StaticMapping.clear",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.StaticMapping.isNonEmpty",1
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.checkAndUpdateMaps",3
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.checkSupportedPlatform",2
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.clearNameMaps",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getGid",3
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getGidAllowingUnknown",2
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getGidNameMap",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getGroupName",4
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.getId2NameCmdMac",3
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.getId2NameCmdNIX",2
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.getName2IdCmdMac",2
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.getName2IdCmdNIX",2
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getTimeout",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getUid",3
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getUidAllowingUnknown",2
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getUidNameMap",1
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.getUserName",4
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.isExpired",1
Private Static Method,"org.apache.hadoop.security.ShellBasedIdMapping.isInteger",2
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.loadFullGroupMap",2
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.loadFullMaps",1
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.loadFullUserMap",2
Private Static Method,"org.apache.hadoop.security.ShellBasedIdMapping.parseId",1
Static Method,"org.apache.hadoop.security.ShellBasedIdMapping.parseStaticMap",5
Private Static Method,"org.apache.hadoop.security.ShellBasedIdMapping.reportDuplicateEntry",1
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.updateMapIncr",7
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.updateMapIncr",6
Public Static Method,"org.apache.hadoop.security.ShellBasedIdMapping.updateMapInternal",9
Public Method,"org.apache.hadoop.security.ShellBasedIdMapping.updateMaps",3
Private Method,"org.apache.hadoop.security.ShellBasedIdMapping.updateStaticMapping",6
Public Constructor,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.PartialGroupNameException.PartialGroupNameException",1
Public Constructor,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.PartialGroupNameException.PartialGroupNameException",1
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.PartialGroupNameException.toString",1
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.cacheGroupsAdd",1
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.cacheGroupsRefresh",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.createGroupExecutor",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.createGroupIDExecutor",1
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.getGroups",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.getGroupsForUserCommand",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.getGroupsIDForUserCommand",1
Private Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.getUnixGroups",8
Private Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.parsePartialGroupNames",4
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.resolveFullGroupNames",2
Private Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.resolvePartialGroupNames",6
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsMapping.setConf",2
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping.cacheGroupsAdd",5
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping.cacheGroupsRefresh",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping.execShellGetUserForNetgroup",2
Public Method,"org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping.getGroups",1
Protected Method,"org.apache.hadoop.security.ShellBasedUnixGroupsNetgroupMapping.getUsersForNetgroup",2
Private Constructor,"org.apache.hadoop.security.UGIExceptionMessages.UGIExceptionMessages",1
Public Constructor,"org.apache.hadoop.security.User.User",1
Public Constructor,"org.apache.hadoop.security.User.User",2
Public Method,"org.apache.hadoop.security.User.equals",3
Public Method,"org.apache.hadoop.security.User.getAuthenticationMethod",1
Public Method,"org.apache.hadoop.security.User.getLastLogin",1
Public Method,"org.apache.hadoop.security.User.getLogin",1
Public Method,"org.apache.hadoop.security.User.getName",1
